,file_name,transcripts
182,train_barishal (183).wav,এ তরতরি আয় আইছে শালুন রাইন্দা আনছে খাওয়াবে আনে ওয়া এ
183,train_barishal (184).wav,ও মনু তুমি ইস্কুল যাইয়া কী করো মোরা কি হেইয়া বুজি না কিছু অ্যা কোন পোলার লগে হাডো হাডো মুই একদিন দেখছি যে ও এক পোলার লগে গ্যাছে ঘোরতে রাস্তার ভিতারে হয় হয় কেলাসে দুইজন দুইজন দুই দেখছি মুই হয় হয় মুইও দেখছি দেহি নাই গায়ের লগে ইশশা ইশশা ঘোরে বাবাবাবা বাহ
184,train_barishal (185).wav,তোরা সবাই দেখছস কিন্তু মুই কিন্তু দেহি না রেশটুরেন্টে যাইয়া টাহা খাবার খাও ভাবো কি মোরা কিছু বুজি না কিন্তু মুই কিন্তু সব বুজি মুই সব বুজি তুমি বালডা বোজো
185,train_barishal (186).wav,তুমি বোজবা না তুমি যে আউট হও তুমি বোজবা না নিজে কী করোস হেইয়া আগে ক নিজেরডা ঠিক রাহো নাক চাপ দেলে দুদ কতা কয় নিজেরডা ঠিক রাহো হেইয়ারপর মাইনষের দারে আইতে যাও তোমারে দেহি না মুই মাইয়াগো লগে ঘোরতে যাও হেইদিন মাইনষের লগে লগে দৌড়াও তুমি হ্যাপি হ্যাপি কি জানো কয় ব্যালেন্টাইনস ডে ওহ ব্যালেন্টাইনস ডে ও মা
186,train_barishal (187).wav,এদ্দিন মুই দেহি তুমি কোন হ তুমি মাইনষেরে কই দেহো ওই দারে কিছুই কই নাই স্বর্নারে কেডা বোলে কেডা ফোন দেছে ভ্যালেন্স ডে হ হ কইছে আইলাবিউ আমিও তো দেকছি স্বর্নারে বোলে স্কুলে বইয়া
187,train_barishal (188).wav,হ্যাঁ আমার মায় করার সময় ওরে কয় অন করি নাই হ নিজের নিজের এত্তো বড় নিজেরই করোস আরেকজনরে আবার দাও না হেইপর জানি হাত দিয়া দেহো আগে হেইপর জানি ওই ডেডারে কী কয় হেপি হেপি কী যেন বাড্ডে বাড্ডে হেপি চকলেট ডে হেইদিন তুমি হেপি চকলেট ডে চকলেট দিছোস মোরা দেহি নায় গোলাপ লইয়া যান
188,train_barishal (189).wav,চকলেট লইয়া মাইয়াগো যাইয়া দেও মাইয়াগো আতের থাবড়ও খাইয়া আহো স্যান্ডেলের বারি মোরা দেহি না দেহি না মোরা খেয়াল করি না হেইয়া এহন চুপ ক্যান সবাই লাড়া দেও লাড়া দেও এহন বাপের মার টাহা চুরি কইররা হেইরফর হ্যাপি চকলেট দেতে হেরে হ্যাপিরে চকলেট দেও তোগো কতদিন দইররা কইতে আছি
189,train_barishal (190).wav,এ মোগো তোগো মোগো বরেরফার তোগো গাছটা পড়ছে গাছটা একটু ডালা হেইয়া তোরা না ডালাই দিলে সামনে বন্যার দিন আইতাছে সব বাইঙ্গা পড়বে বরেরফর আমাগো বর বাইঙ্গা যাইবে হেয়া হালাইতে কইছি তোর বাপে হুনেই না মোগো কতা মোডে তোগো যে ওই মোগো ওই বাড়ি কীসের গরের উফর যে হেই মোডা হেই ইসের মতো একখান রেন্ডি গাছটা রইছে রেন্ডি গাছটা এক্কালে ইসে রইছে হেডা তো মোরা ব্যাচতে দিছি দুইদিন পর পেরায় কাইড্ডা মোগো এডাও দেকমু তোগোডা আগে সরা তোগো ই
190,train_barishal (191).wav,পর বেশি দামী না মোগো গর বেশি এ সন্ন তোর পোলায় গাছে ওঠতে পারে তোর পোলারে দিয়া ডাল কয় হান ই করতে পারোস না কাডাইতে পারোস না তোর কী অর পোলা ই করতে হারে না ও মোরে কয় অর পোলায় যদি আত পাও ভাঙে গাছেইদ্দা পইড়যা হেলে টাহা দিবি তুই
191,train_barishal (192).wav,হয় হে মুই আগে ঘরডা সামলা তুই কী লাগোস আমি মেম্বার লাগি ভাই তোরা এতো খাও কেম্মে কই শান্তিমতোন দুইডা গাছের ডাল চেহারম্যান এহিনে খাড়ায় রইছে কিন্তু হে সাক্ষী কিন্তু যে উই চেহারম্যানের বাপেরে ভয় পাই এ
192,train_barishal (193).wav,তুই তো ভয় পাবিই না কেউরে তুই তো কেউরে ভয় পাবি না চেহারম্যানের বাপেরে ভয় পাস না চেহারম্যানরে তো ভয় পাস ভাই তোরা ফাউক্কাফাউক্কি করিস না তোরা এই চাইর মইদ্দে গাছের ডাল কয়ডা একটু ডালাইস মোরা ডালামু না তুই আগে মোগো গরের উপর দিয়া ওই গাছটা উডা হেইয়ার পর ভাই মুই ব্যাচতে দিছি যার দারে ব্যাচতে দিছি হ্যার বাপে মরছে আবার
193,train_barishal (194).wav,হেয়ার লইগগা হেয়ার লইগগা হে গাছ কাইড্ডা নিতে পান্না দুইদিন পর নিবে হেরলইগগা তো ওরম কাউক্কা মাইক্কা করা লাগে মোগো যে গাছ গাছ কাটতে আইবে হের বউ মরছে না মেম্বারের এক্কালে কলেরা অইছে আইবে কেমনে এ কলেরা কও ক্যা এ কলেরা না ঝোলা অইছে ডাইরা হে আগে তুই সরা হেরফর মুই সরামু থাবড় দিমু জম্মের দেওয়া এক্কালে এ গাছ কাটতে আইছি
194,train_barishal (195).wav,পানির তোগো লগে মোরা খেলমু না তোরা শেউড্ডামি করোস প্রতিডা খেলার সময় প্রতিডা খেলার সময় তোরা শেউড্ডামি করোস তোগো লগে মোরা খেলমু না ফিররা আর যারা যারা চিটিং করে হেগো লগে আমরা খেলি না তোরা শেউড্ডামি করোস আমরা তোগো লগে খেলমু না আমরা কী
195,train_barishal (196).wav,মোরা কেউ ঠেড্ডোমি করি না মোরা তোগো লগে খেলমু না প্রতিডা দানেই তোরা ঠেড্ডোমি হরোস মিত্তা কতা কস তোরা খ্যালতে দেছো ঠিক ই বা মিত্তা কতা কস খ্যালা যে ঠেডামি করোস বাংলাডা কও ল ল ল সবাই ল এহন মোরা কী খেলমু জানি
196,train_barishal (197).wav,নাকসুবানি খেলমু তোগো লগে খেলমু না তোরা ঠেউড্ডামি করোস খালি এহানে বইয়া কিসের ঠ্যাডামি কহাইন্দা আইছে ঠ্যাডামি ঠ্যাডামি কারে কয় ফাতরা মানষের লগে খেলি না মোরা খালি ঝামেলা করে খেলার মইদ্দে দিয়া মাঝখানেইত্থে হাইড্ডা যায় অল্প ইকটু খেইল্লা তার কয় খেলমু না মোরা
197,train_barishal (198).wav,শয়তানি তোর ঘাড় মটকাইছি খেলমু না ইট্টু ইট্টু খেইল্লা আইড্যা যাস না হেই সময় ওরা খেলে তুমি মনে অয় তুমি মনে অয় পাছা ফিরায়ে বইয়া থাহো প্রতিবাদ তো হেইয়া করস কাইলগো দিনেও হেইয়া করছোস মোরা খেলছি তোরা খেলছোস তোরা খেইল্লা আইড্যা গেছোস মোগো খ্যালতে দ্যাছ নাই আমরা এই দেহি দুই গন্টা খেইল্লা এক গন্টা
198,train_barishal (199).wav,কই তোরাই তো করছোস এইয়া কি অইছে কোতাইদ্দা এক্কালে থাবড়াইয়া কান ফাডাই দিমু যেয়া মানা করি হেইয়াই বারবার করবি
199,train_barishal (200).wav,কানের গোড়ায় থাবড়াইয়া কান ফাডাই দিমু এক্কালে সিরিয়াস মুডে কইতে আছি শোনেন আই ইউজড টু মোডা আমি এই মোটা বুঝি না ভুষি খায় ও মোটা চিকন সবাই এক হ ভুষি খাই তো যা খাই খইর খায় যা খাই মুই তোরতা খাইছি গরুর মতো খইর খায় মুই কিন্তু সিরিয়াস মুডে কইতে আছি এমন একটা কানের গোড়ায় থাবড় দিমু যাইয়া ওই ডাঙ্গায় পড়বি
200,train_barishal (201).wav,বাত খায় এইয়াইদ্দা হেইয়াইতো গরু এক্কালে তোগো থাবড় দিয়া তোর কান গরম কইররা হালামু আয় ফুল হরি কি আসতে জানে না খালি বড়ো বড়ো কতা কয় খালি বড়গো সন্মাম করতে পারে না অসভ্য ছেমড়ি তুই আমার লগে একটাও কতা
201,train_barishal (202).wav,কবি না অসভ্য ছেমড়ি তোর লগে কতা কইতে মোর বইয়া গ্যাছে হ দেকমু আনে এট্টু পরই তো যাবা আনে আমার দারে তুমি তোমার দারে যাওয়ার লইগগা আমি বইয়া রই নাই দেকমু আনে দেকমু আনে কেডা কার দারে যায় হেরপর তো মুইই কোলো যামু আনে মুইই কোলো যামু তোর দারে কীর লইগগা
202,train_barishal (203).wav,কীল্লইগগা এইয়া চলতেই থাকপে কীর লইগগা চলবে কী কেডা কইছে তোরে তোরে কইছে কেডা অসভ্য ছেমড়ি দারে কাছে পাই না এহন এক্কালে পিডাই পুডাই এক্কালে হোত কইরা থুমু অসভ্য ছেমড়ি সন্মান তুমি পড়ে দিও তোমার মুহে সন্মান মানায় না
203,train_barishal (204).wav,মোগো তারা বালো মানুষ অয় আম্নের মাইয়া মনে অয় এক্কালে তুলসি পাতা ধোয়া ধোয়া তুলসি পাতাই তুই মাইয়া না জানি আগরবাতি ওরম মাইয়া মোরা জীবনেও দেহি নাই হ তোমার মাইয়া এক্কালে তুলসি পাতা তোমার মাইয়া জীবনে কিছু করতে পারে মা শা আল্লাহ চুতরা পাতার লাহান চুতরা পাতা লাগে না হেয়া চুর চুর করতে থাহে হ তোমার মাইয়া দেহি না কেমন চুর চুর করতে পারে নিজে কেমন নিজে এক্কালে বালো মানুষ নিজের দিক চাইয়া হেইরপর কতা কবি হ তোমার মাইয়া জম্মের বালো দেহি না মোর মাইয়া বালোই দেহি না তুমি কেমন তোমার
204,train_barishal (205).wav,জংলি তুই জংলি গেরাইম্মা ভূত হ্যাঁ মোরা গেরাইম্মা ভূত মোরা শহরে থাহি দ্যাখ কী সুন্দার ইংলিশ হুরহুর ইংলিশ তোর ইংলিশ পাহাইদ্দিয়া পিডামু কইদ্দা আইছোস তোরা মোর লগে কবি ইংলিশ কবি মোর লগে এই গুরাগারার দারে কবি না এই জঙ্গলের ভূতেরগো দারে কবি না অরা কিচ্ছু বোজে না মোডা যে হইছে খালি পকপক করতে কেডা মোডা হইছে খাইয়া মোডা হইছি অর বাপেরডা খাইয়া মোডা হইছি
205,train_barishal (206).wav,কীসের খেলা এ তোরতা তুই
206,train_barishal (207).wav,হাইত পিছা মারাডা হেও কইছি আরে কইছে ও এ তুই আয় তুই আয় এ ওই বোলায় এদিগে
207,train_barishal (208).wav,কেমনতরো ঠ্যাহায় এ এই এই বাপের দারে এই ছযারা কী করে মুই কী করমু এই
208,train_barishal (209).wav,আপা চক্কর দিয়াছে তুই বেশি করবি না ঐশির ল্যাজে ল্যাজে গোরোস আর কবি না
209,train_barishal (210).wav,সন্মান ছাড়া আর যা কিছু কও হেইয়া তোমার মুহে বালোই মানায়
210,train_barishal (211).wav,যদি আনে হেগো কতা অইলো এইয়া তাইলে এগুলা তো ওই যে সুবইল্লা বা মাদবী হেরাই তো করতে পারে পারবে না এই কিস্তিও তো এই ইস মাদবীর ফিররা আবার খোলবে ফোন কইরা কয় আবার এই হেই গ্যাঞ্জাম আবার করা লাগছে
211,train_barishal (212).wav,তোরা দেনা দেস না কিল্লইগগা আর মোরে তাইলে তোরা কয় টাকা মোরে আশি হাজার টাহা দিছিস না তোরা আশি হাজার টাহা মোর দার দিয়া লইয়া যা টাহা রাখছিলি আশি হাজার আইয়া নিয়া যা তোরা আশি হাজার তো মোরে দিছোস হেই আশি হাজার তোগো আশি হাজার তোরা লইয়া যা তোরা তাও
212,train_barishal (213).wav,ইসে মুই লাখ টাকা দেনা খাই হ্যাতে ইসে হ্যাগো সমস্যাডা কী হয় বলে সমস্যা তো হেইয়া হেইয়াদ্দিয়াই বাজজে সমস্যা তো হেইন দিয়াই বাইজ্জা রইছে আর তোমার বাপেও তো ভালো না তোমার বাপে ভালো না তোমার বাপের ভালো হইলে তো সব ভালো হইতো
213,train_barishal (214).wav,হগলডিরে বোলান দিয়া এই এই হইছে অরে এই পর্যন্ত নিছি মাদবির গৌতম মোরে অরে ধ্বংস কইররা থইয়া আইছে হুম অরে ক্যা এই ধ্বংস কইরা থুইয়া আইছে এই পাঁচজন তয় কোইবে না পাঁচজন লইয়া বোইবে না পাঁচজন না পাঁচ জনে না নিজেগো ঘরের মানুষ বইয়া মানে বাইরের পাঁচজন না যে কয়জন আছে হেই কয়জনরে মইদ্যস্ত লইয়া করবে এইয়ার লগে তো পাঁচ জনই জরিতো
214,train_barishal (215).wav,অশোইক্কার হউরে হউর হাউরি এই মাদবী গৌতইম্মা এই এডা এই সুবইল্লা পাজ্জন অইয়া যায় না পাজ্জন হেইয়াই পাজ্জন লইয়াই বইবে না হেই পাজ্জন লইয়া বইবে না হেইয়া হেরা হেরা বইবে না হেই হেলে হ্যাগো মান সন্মান যাইবে ক্যা মান সন্মান যাওয়া না মান সন্মান যাইবে আর মোর লগে অশোইক্কা ওই ওইরম
215,train_barishal (216).wav,খুইড্ডা খুইড্ডা কতা কইবে হেও কইবে হ্যার বউও কইবে অ্যা মান সন্মান যাওয়া না অ্যা তো হইল জগরা বাজাইন্নার প্লান করা যে জগরা একবারে শেষ কইরা দিমু জগরা শেষ না কইররা মোরা হইলো যাইয়া জগরা বাজাইয়া রাহি অ্যা হইল হেইয়া আর কিছছু না হেইয়ার পর হেইয়া আবার
216,train_barishal (217).wav,সম্ভবত ওই কতাডা ওই ছোডো কাকী ওই সোনারে ধরা পইড়যা যাবে বেবাক হেইয়ারপর আবার ওই এইয়া মোর লগে কতা কয় না মোর লগে কইলে তো গালাগালি করমু
217,train_barishal (218).wav,গালাগালি সামনে দুইডা অনুষ্ঠান বাড়িতে ভয়ে কেউ কথা কয় না বাসায় দুইডা অনুষ্ঠান সব এক জাগায় গেলে যাইবে তো সব মেহমানই ওহিনে তো হট্টগোল বাজতে পারে এইয়ার ইসের কারণে মুই কোনো কথা কইতে পারি না স্বপ্নার মা কইছে
218,train_barishal (219).wav,তামশা দ্যাকতাছি বিয়ায়
219,train_barishal (220).wav,রিম্পা কেডা পিসাতো বুইন ও আইসারের আষাড়ে এ কী কেডা
220,train_barishal (221).wav,ও এদিগে লইয়া আয় বুড়া হালারফালায় তো যাইবে না ওই বুড়া হালারফালার মদ্দে অইলো দুনিয়ার শয়তানতালি এই হালারফালায় যাইবেই না মেয়ের বিয়ায়ও যাইবে না ভাগ্নির বিয়ায়ও যাইবে না যাইবে না বুড়া এডা শঙ্কর দত্ত
221,train_barishal (222).wav,হেই সময় কইবে অর ঠাডা পরছে এই আত টায় এহানে ল্যাংদিয়া ওরে চোৎমারানির পো তুই মরবি তো আইজ মরোস কাইল মরোস মরবি তো মরতে হইবে না মরতে হইবে আর তোর ওই যদি খাই তয় মোর থালের বাত খাইয়াই তোর মরতে হইবে তুই এই জীবনে
222,train_barishal (223).wav,এই দ্যাখ পরিস্থিতি কী দাঁড়ায় হেইদিন না যেই গ্যাঞ্জামডা লাগছে পুতের বউ মোর মায়রে যে সমস্ত ভাষায় গালাগালি করছে আর যে সমস্ত কতা কইছে মুই কিন্তু সব শুনছি বিশাল গ্যাঞ্জাম ওই হালারফালা ওই বলদা হালার ফো হালা হে পরেত্তে আইয়া মোর মায়রে মারে
223,train_barishal (224).wav,মারে হয় পুতের বউ দোষ না দোষ সব বউর মোর মার হেইয়াও কইছে হালারপো হালা তুই কি তোরে মাইনষে জন্ম দিছে খানকির পোলা তুই এই ঘরে গ্যাঞ্জাম বাজ্জে তুই আইয়া কইতি একটাতেও কোনো গ্যাঞ্জাম করতে হারবি না দোনোজন মিল্লা যাইতে তুই আইয়া
224,train_barishal (225).wav,পুতের বউর কতা না হুইন্না তুই আগের ফির তুই আইয়া মোর মায়রে তুই আইয়া পিডাস খানকির পোলা মুইও যা কইছি সত্য কতা এয়ার ধারে বইয়া হালারপো হালা তোর তুই ভালো তুই পরের শালিশি করোস সেই আবার কইছে যে মহিলারা চোট্টামি করতে পারে
225,train_barishal (226).wav,চোরচোট্টা হ্যাগো যাইয়া নালিশ করে শালিশি কোনো হালাও সন্মান দেবে না তোর সন্মান এই যেই এইয়া কইছি পর বুজ্জি
226,train_barishal (227).wav,হেইয়ার পিছনে আইয়া গুডুর গুডুর হরে কইছে এইয়া হেইয়া আবার মোর বাইর বউ হেই শয়তানে খ্যাপছে কও যে এহন জ্বালাডা কী কস ক্যা হেয়া এহন অইছে না ভাইর বউরা চোট্টামি করে হেইয়া কওয়া অইছে না কী দেহাইলি তুই
227,train_barishal (228).wav,হেইরফর আবার বালিসে এক এক বিছনায় ঘুমাস না ক্যান হেইরফর তুই বাফের বাড়ি যাইয়া দি হেইরফর মুই হেইরফর কইছি না তুই কি করতাম ওই হিসাব আত আত পাও ভাইঙ্গা যাস না হোউর হাউড়ির আত পাও ভাইঙ্গা তার তুই যাইয়া ওডোস না জিগাবি ছয় মাস
228,train_barishal (229).wav,এ এই শালিশি মুই করছি না এ তুই তিন বছছর পর্যন্ত এই ইয়া ঘরের ভিতর এক চহির উফোর দুইডা তোষক লাইছছা রইসোস মইদ্দেহানে কি কইছে এ শালারপো শালা হেই সময় বালো আছিলাম হালার পো হালা হেইয়া তিন বছছর তোর এত আত্মীয় স্বজনে কেউ মিলাইতারে না হালার পো হালা হেইয়া মিলাইছি মুই আইয়া
229,train_barishal (230).wav,অ্যাহা কি মানে মুই এহন শত্রু হইয়া গেছি মোর এহন হোগামারা হগলডির আন্ডায়কাহই হুম এহন গায় এহন গাইত্তা গোন্দো আয় গাইত্তা গোন্দো আয় এহন এইয়ার লইগগাই দৌড়াইয়া দৌড়াইয়া এ হেই সোময় ওই যে সমোদ্দরের ধারে আইতো এই লইগগা একছের সমোদ্দারের ধারে আইতো অশোইক্কা দ্যাখতে পারে না অশোইক্কা বালো না
230,train_barishal (231).wav,তা এরম না সেরম মুই আবার পড়তে যাইতাম হেই সময় হেই সময় মুই অইলো সমদ্দারের দারে যাইতাম পড়তে কেডা মুই ও চ্যাডও তো জানতাম না এইরম একদিন ডাকাইদ্দা মুই আইছি
231,train_barishal (232).wav,না হে মোরে পড়াইছিল মেট্টিক পরীক্ষা দেওয়ার আগে আগে কয়েক মাস অংক করছিলাম ঢাকাইদ্দা মুই আইছি এইরম একদিন আইয়া ওরে ইসকি দিয়া কান্দোন মুই বাত মোরে বাত খাইতে দেছে
232,train_barishal (233).wav,এগুলা মোর ভাত থালে দিয়া হেইয়ারফর বইয়া হেইরফর কান্দে আর এইয়া সব কিছু কয় অশোইক্কা তো বাড়ি নাই হ হে যেন কোতায় গ্যাছে এইরপর কয় হেইয়ার পরই তো অশোইক্কাও আইছে এইয়ার পর আর ওনারা সবকিছু হুম এইরপর অশোইক্কারে হেইয়ারপর অয় হেই মোর বড় ভাই তারপর মুই ছোডো
233,train_barishal (234).wav,হেয়ার থেইক্কা বড়োর মতো দুইটা নিয়া আমি কাম করি হেইয়ারপর কইছি হের পরে কইছি মুই যাইয়া এক্কারে ধইররা এক্কালে খাল পাড়ে হালাই দিছি যে এয়ারে কয় কোন তামশা হে তোগো গরে বালিশও থাকপে না খাতাও থাকপে না গুমাবি
234,train_barishal (235).wav,জিগাই দেইকখো হালার পো হালা ওই শুয়ার বাচ্চারা এহন লইয়া এহন মোর হোগাইত্তা গোন্দো আহে এহন মুই বালো না তামশার জ্বালায় বাঁচে না আর কাহিনি দেহি তলে তলে বেবাকগুনেই বালো করতো তা হেলে অলোইক্কার হেলে বাইর বউর লগে পেম আছিল
235,train_barishal (236).wav,হে পলাশ কী কও আর মোরা যে এইয়ে পলাইশশা আদদামড়ার লাহান ঘোরে মোরা যে ওপেনলি কতাবাতরি কই মোগো তো এই কতা আইজ পর্যন্ত কেউ কইতারবে না মোরা তো ওই এক বিছনায় বালিশও দেই না আর কোলবালিশও লই না
236,train_barishal (237).wav,এই দিতারলে খাওয়াইতারলে বালোই দিতেও পারবা না কেউ বালোও অইবে না অলোইক্কার পুরা হোগামারা যাইতে আছে এতসময় ধুল কাছা অইয়া যাইত এহিনদা যাও যাও এহিনদা যাও
237,train_barishal (238).wav,এহাইন্দা যা কইছি নয় মাডি দিমু কিন্তু গায় মাডি দেওয়া লাগবে না মোর এক গন্টার রেকর্ড করা লাগবে বোজজো এ অলোইক্কা কতা কইস নাইলে কিন্তু ছযাছা দিমু
238,train_barishal (239).wav,কী কয় বোজোস না এই যে রেকর্ড করতে আছে যা কইছো সব কয় কউক হেলে মোর কি এইয়া তো বাইর দারে কইবে কী আর মোর বাইর দারে মুই যেডা সত্য জিনিস যেডু কতা কইছি ক্যা হে হরবে কী
239,train_barishal (240).wav,সমস্যা অইবে কইছি না সমস্যা মিডাইন্নাতো মোরই লাগছে হেয়া মাইনষে তোর আর মিডায় না দুইদিন পর পর বাড়ি আইতো মোরে কইতো মুই বাড়ি যাই আইয়া মিডাইতো মানে এই কাহিনী লইয়াই আইতো হয় দুইদিন পরপরই তো আইত
240,train_barishal (241).wav,ইকটু দে আর একটু ওরে রদ্দুর রে আরেকটু পোনারো পোনারো ষোলো সতারো হাজার এই অইলো কাহিনি
241,train_barishal (243).wav,উই হোন কতা ও কি যে কতাগুলা কয় অর কথায় কেউ মোরা মূল্যায়ন করি না সব অ্যাক্কালে কালিঘাডের কতা আসলেই তো অ অরা কেউ দাম দেয় না কিন্তু আসলেই সত্য কতা
242,train_barishal (246).wav,ব্যাডাগো দোকানগুলা
243,train_barishal (248).wav,কারে আনছেলে ওইহানের ডাক্তারের রাস্তায় আছেলে না হ্যা ওই বাড়ির হ্যা চুন্নুর দোকান পোর্যোন্ত কিন্তু এই মুলাদি এদিগের মোহে আছিলো মোরা আবার ওইযে হেই মুরগী পাডাইলো হেই মুরগী আনতে গ্যালাম হেইয়া দেইক্কা হেইকালে এইগুলাই রাইক্কা আইছি বিশাল
244,train_barishal (250).wav,কই নাই দিহি
245,train_barishal (251).wav,ওদারে ওই পড়ছোস পঁচা কাডাল যা হালাই ও তো মোদ্দো থুই গাছে গাছে উইড্ডা বিছড়াইয়া বাইর করা লাগে খোমা
246,train_barishal (252).wav,মোগো আবার হেয়া না কাইল একাদশি এতগুন থাউক বাইঙ্গ হানে মা এই তোয়াইল্যা ডা বাইরেই শুগা দ্যান তো
247,train_barishal (253).wav,হর উ উ মাতা লাইল কি ডাহা ডাহি কি অ্যাহা অ্যাহানে আইছো ক্যা মোগো বাড়ি ল আমরা যাই আমরা যাই তোগো বাড়ি থাকমু হুম
248,train_barishal (254).wav,যেয়ার লইগগা সমস্যা পোলাডা তো বেইন্না কালে গ্যালো
249,train_barishal (255).wav,মনু কানে আত দে কি অইছে কি অইছে দ্যাও ওর নানো আইছে দ্যাও দ্যাও ক্যা দ্যাও দেবো না দ্যাও দেবো না অর নানোগো বাড়ি গ্যাছেলাম
250,train_barishal (257).wav,কী আছে কী আছে কিছু নাই আম আমডাও নাই ও নানা ঠাডা পইররা
251,train_barishal (258).wav,আ মুই তোর দাইরদা আনমু ক্যা
252,train_barishal (259).wav,পড়াইয়া দেয় না কিছু অন্তি ফুড পান্ডা সত্যি ঘরে যাবা আইবে না
253,train_barishal (260).wav,কাইল বেয়ানে যাইতারমু না আইজ যাইতারি নাই তয় বানমু কোন কালে কন অরা যায় ইস্কুল কলেজ যাইবে বিকালে যাবা এই দেহ না বিকাল হইছে আর বর্ষা সকাল বেলা সকালে
254,train_barishal (261).wav,সকালে মানে নয়টা দিনও তো যাইবে দেরীতে কিন্তু যদি পাঁচটা বেলা অইছে এক গোন্টা মুই আছি বড়ো টেনশনে খইড় দিছি এই লইয়্যা কাইলগো যে বিষ্টি পড়ছে ওয়াতে খইড় যায় নাই কালগো বিষ্টিডা অইছে কোতায় কাইলগো তো বিষ্টি অয় নাই এট্টু ধুলা ধুলা অইলো না ও ওইয়া গায় লাগে না গায় লাগে না বায়রা থাকলে ভেজে না মানু কাইল বিষ্টি পড়ছে
255,train_barishal (262).wav,তোমাগোট্টু আর ফোন টোন দেয় আছে যোগাযোগ না মোর দারে কোনো ফোন দেয় না যা গরে যাইয়া বইয়া দুই ভাই বইন ভাই বইনে মোবাইল দ্যাক তোমাগো এহন যাওয়া লাগবে না
256,train_barishal (263).wav,ওই দ্যাক ওই দ্যাক ঠাডা পরাইলে ওই দ্যাক হরছে কিরম
257,train_barishal (264).wav,এইয়া খাওয়া যাইবে না রাজিবের লগে যায় রাতুল যাবি এইরম হুইয়া মোগো ওই জাগা
258,train_barishal (265).wav,যা তুই ব্যালকুনিতে যা অর মায় যে যা তোরা যা
259,train_barishal (266).wav,বাপে ফোন দেছে ও মা হেইডাই ছাইড়া গ্যাছে হেইডায় গ্যাছে বাতরুমে
260,train_barishal (267).wav,মুই জম্মের ও মা আমারে বাঁচাও এই নে এই নে তাড়াতাড়ি দাঁড়া দাঁড়া বয় এই জয়াগায় বয় উপরে ওঠ এই নে দুদ খাবি দুদ খাবি
261,train_barishal (268).wav,মারছে রবিরে এই মারছে রবিরে হয় ব্যালকুনিতে যা পান খাওয়া এট্টু
262,train_barishal (269).wav,ও খাইবে কী এয়া কী বেইলে আমি বুজি না আমি কিচ্ছু বুজিনা নাক মুখটা ঠুসা ঠুসা দেহায় না হারা গায়ই তো ই অইয়া গ্যাছে ফুইল্লা ফুইল্লা ওই যে একটা বেলাউজ গায় দিছিলি
263,train_barishal (270).wav,ওষুদ খাইতে যান না ওষুদ
264,train_barishal (271).wav,গলার ওষুদ কী খাই গায় পায় ব্যাতার ওষুদ কী খাই ডাক্তার না দেহাইয়া এয়া খামু ক্যামনে মোর হাউরির অসুক কি কোনোদিন আছিল
265,train_barishal (272).wav,কইতাম হেরও আছিল না এই ব্যারাম শরীল ফুইল্লা ঢুপুস অইছে চহির উফইরদা যে এট্টু লাইম্মা আগদে যাইবে হেইয়া যাইতে হারতো না চহির উফইরদা লামার লগে পড়তে পড়তে যাইত এহন সেন বুজি
266,train_barishal (273).wav,হেকালে তো বুজি নাই পারবে না যার যা অয় হে হেইয়ার ব্যতা বোজে হেকালে তো ভাবতাম বোলে ওরহম করে কেন উনি ওনার পায় কী
267,train_barishal (274).wav,ওরে একটু আরাম হেইয়া মুই যাইয়া কতকিছু না আনতে হইবে মুই খালা বাড়িতে যাইয়া রাইগো বাড়ি যাই হেকালে মোর হাউরির কোনো আতা পাতা আছে কইত্তাইন্না
268,train_barishal (276).wav,তা খাইত্তারে আম আনছে হ্যা কবে
269,train_barishal (278).wav,কইছে না অলোইক্কা হের দেনা হইছে এহন আবার আম দুদ খাইবে হের এইয়া অইছে রোকইন্নার বউ কতা
270,train_barishal (279).wav,গৌতোইম্মেরা হেই কী জানি কইছে মোর লগে কী দেনা অইছে মোর লগে কী দেনা অইছে অশোইক্কার হউরে কইছে
271,train_barishal (280).wav,অশোইক্কার হউরে হেয়া আবার কেমন তারা কতা জা হুনসি হুম হেয়া সত্য কতা
272,train_barishal (283).wav,আর নাইলে এক্কালে বাঁশ বাগানের ওই হেনে
273,train_barishal (285).wav,ওই যে এউক্কা মুই নাহোইল রাকছি ওইহানে হুনছি বোলে অনেকটি অইছে
274,train_barishal (286).wav,এয়া অইছে কবে শনিবার শনিবার বাড়ি আছেলে না
275,train_barishal (287).wav,ঝগড়া বাজ্জে বাপ পুতে বাপ পুতের বাজ্জে ঝগড়া হে জাগা যদি দিত অগো এতোদিনে অগো ঘর করা অইয়া যাইত এডা সত্য কতা জাগা পরিষ্কার কইরা দিছিলো ইট বোলে বানাও দিছিলো হ বানা দিছে
276,train_barishal (288).wav,না বেডা তোমার জাগারতো আর কোম নাই তুমি দেতে কোম থাকলেও এহন পোলা দুগগা পোলা দুগগারে তোমার একদিনতো দেতে অইবে এহন আগে দেও অরাও কইছে যে এহন যদি গরডা করতে পারি
277,train_barishal (289).wav,মাইয়া আবার আস্তে আস্তে বড় হইয়া যাইবে না হেকালে কইছে দিদি কইছে ওইডাও মিত্তা কতা কইছে হের ভিতর থাহে ওডু লড়তে চড়তে পারে হের ভিতইরদা কইছে তো হেইয়া মুই একলা থাহি দেইখখা থাক
